Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
655,Aveson Global Leadership Academy,https://www.schooldigger.com/go/CA/schools/0218112028/school.aspx,Aveson Global Leadership Academy District,https://www.schooldigger.com/go/CA/district/02181/search.aspx,575 W. Altadena Dr.,Altadena,https://www.schooldigger.com/go/CA/city/Altadena/search.aspx,91001,Los Angeles County,(626) 797-1438,6,12,Yes,Yes,No,No,428,18.9,22.50,0.32,0.12,0.02,0.04,0.34,0.01,0.05,0.43,64
656,Lassen High,https://www.schooldigger.com/go/CA/schools/2106002532/school.aspx,Lassen Union High,https://www.schooldigger.com/go/CA/district/21060/search.aspx,1110 Main St.,Susanville,https://www.schooldigger.com/go/CA/city/Susanville/search.aspx,96130,Lassen County,(530) 257-2141,9,12,Yes,No,No,No,778,36.1,21.50,0.33,0.02,0.05,0.02,0.18,0.02,0.04,0.67,63.9
657,Alliance Ouchi-O'Donovan 6-12 Complex,https://www.schooldigger.com/go/CA/schools/0226611641/school.aspx,Alliance Ouchi-O'Donovan 6-12 Complex District,https://www.schooldigger.com/go/CA/district/02266/search.aspx,5356 S. Fifth Ave.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90043,Los Angeles County,(323) 596-2290,6,12,Yes,Yes,No,No,1029,45.6,22.50,0.91,0.06,0.00,0.00,0.93,0.00,0.01,0.00,63.9
658,Freedom High,https://www.schooldigger.com/go/CA/schools/2160005726/school.aspx,Liberty Union High,https://www.schooldigger.com/go/CA/district/21600/search.aspx,1050 Neroly Rd.,Oakley,https://www.schooldigger.com/go/CA/city/Oakley/search.aspx,94561,Contra Costa County,(925) 625-5900,9,12,Yes,No,No,No,2589,112.8,22.90,0.39,0.11,0.01,0.08,0.45,0.01,0.02,0.33,63.9
659,El Monte High,https://www.schooldigger.com/go/CA/schools/1212001364/school.aspx,El Monte Union High,https://www.schooldigger.com/go/CA/district/12120/search.aspx,3048 N. Tyler Ave.,El Monte,https://www.schooldigger.com/go/CA/city/El+Monte/search.aspx,91731,Los Angeles County,(626) 444-7701,9,12,Yes,No,No,No,1738,80.2,21.60,0.95,0.00,0.00,0.14,0.86,0.00,0.00,0.00,63.7
660,Oak Grove High,https://www.schooldigger.com/go/CA/schools/1182001305/school.aspx,East Side Union High,https://www.schooldigger.com/go/CA/district/11820/search.aspx,285 Blossom Hill Rd.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95123,Santa Clara County,(408) 347-6500,9,12,Yes,No,Yes,No,1766,77.9,22.60,0.47,0.05,0.00,0.27,0.56,0.01,0.04,0.07,63.7
661,Oasis High (Alternative),https://www.schooldigger.com/go/CA/schools/1353005258/school.aspx,Fallbrook Union High,https://www.schooldigger.com/go/CA/district/13530/search.aspx,2208 S. Stage Coach Ln.,Fallbrook,https://www.schooldigger.com/go/CA/city/Fallbrook/search.aspx,92028,San Diego County,(760) 723-6395,9,12,No,No,No,No,80,4,20.00,0.40,0.01,0.01,0.00,0.50,0.01,0.04,0.43,63.6
662,Synergy Quantum Academy,https://www.schooldigger.com/go/CA/schools/0186712883/school.aspx,Synergy Quantum Academy District,https://www.schooldigger.com/go/CA/district/01867/search.aspx,300 E. 53rd St.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90011,Los Angeles County,(323) 510-4171,9,12,Yes,Yes,No,No,553,34,16.20,0.98,0.01,0.00,0.00,0.99,0.00,0.00,0.00,63.6
663,Taft Charter High,https://www.schooldigger.com/go/CA/schools/2271003387/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,5461 Winnetka Ave.,Woodland Hills,https://www.schooldigger.com/go/CA/city/Woodland+Hills/search.aspx,91364,Los Angeles County,(818) 227-3600,9,12,Yes,Yes,No,No,2338,97,24.10,0.62,0.09,0.01,0.11,0.39,0.00,0.00,0.42,63.5
664,Hercules High,https://www.schooldigger.com/go/CA/schools/3255008691/school.aspx,West Contra Costa Unified,https://www.schooldigger.com/go/CA/district/32550/search.aspx,1900 Refugio Valley Rd.,Hercules,https://www.schooldigger.com/go/CA/city/Hercules/search.aspx,94547,Contra Costa County,(510) 231-1429,9,12,No,No,No,No,867,36.8,23.50,0.43,0.25,0.00,0.45,0.22,0.01,0.03,0.04,63.5
665,John F. Kennedy High,https://www.schooldigger.com/go/CA/schools/3384005257/school.aspx,Sacramento City Unified,https://www.schooldigger.com/go/CA/district/33840/search.aspx,6715 Gloria Dr.,Sacramento,https://www.schooldigger.com/go/CA/city/Sacramento/search.aspx,95831,Sacramento County,(916) 395-5090,9,12,Yes,No,No,No,2184,95.1,22.90,0.60,0.18,0.01,0.30,0.31,0.02,0.06,0.12,63.4
666,El Capitan High,https://www.schooldigger.com/go/CA/schools/2466013098/school.aspx,Merced Union High,https://www.schooldigger.com/go/CA/district/24660/search.aspx,100 W. Farmland,Merced,https://www.schooldigger.com/go/CA/city/Merced/search.aspx,95348,Merced County,(209) 384-5500,9,12,Yes,No,No,No,1631,75.8,21.50,0.67,0.05,0.01,0.14,0.61,0.00,0.02,0.18,63.4
667,Larchmont Charter,https://www.schooldigger.com/go/CA/schools/0190410870/school.aspx,Larchmont Charter District,https://www.schooldigger.com/go/CA/district/01904/search.aspx,1265 N. Fairfax Ave.,West Hollywood,https://www.schooldigger.com/go/CA/city/West+Hollywood/search.aspx,90046,Los Angeles County,(323) 656-6418,KG,12,Yes,Yes,No,No,1514,70,21.60,0.43,0.04,0.00,0.22,0.27,0.00,0.11,0.36,63.3
668,Colony High,https://www.schooldigger.com/go/CA/schools/0816010606/school.aspx,Chaffey Joint Union High,https://www.schooldigger.com/go/CA/district/08160/search.aspx,3850 E. Riverside Dr.,Ontario,https://www.schooldigger.com/go/CA/city/Ontario/search.aspx,91761,San Bernardino County,(909) 930-2929,9,12,Yes,No,No,No,2191,92.8,23.60,0.73,0.11,0.00,0.06,0.71,0.01,0.02,0.09,63.2
669,La Habra High,https://www.schooldigger.com/go/CA/schools/1476001811/school.aspx,Fullerton Joint Union High,https://www.schooldigger.com/go/CA/district/14760/search.aspx,801 W. Highlander Ave.,La Habra,https://www.schooldigger.com/go/CA/city/La+Habra/search.aspx,90631,Orange County,(562) 266-5200,9,12,Yes,No,Yes,No,2179,77.8,27.90,0.49,0.02,0.00,0.03,0.74,0.01,0.02,0.19,63.2
670,Architecture Construction & Engineering Charter High (ACE),https://www.schooldigger.com/go/CA/schools/0227712465/school.aspx,ArchitectureConstruction & Engineer Charter High(ACE) Distr,https://www.schooldigger.com/go/CA/district/02277/search.aspx,570 Airport Way,Camarillo,https://www.schooldigger.com/go/CA/city/Camarillo/search.aspx,93010,Ventura County,(805) 437-1410,9,12,Yes,Yes,No,No,260,13.3,19.40,0.44,0.03,0.00,0.02,0.60,0.00,0.07,0.29,63.2
671,Sonoma Valley High,https://www.schooldigger.com/go/CA/schools/3720006304/school.aspx,Sonoma Valley Unified,https://www.schooldigger.com/go/CA/district/37200/search.aspx,20000 BRd.way,Sonoma,https://www.schooldigger.com/go/CA/city/Sonoma/search.aspx,95476,Sonoma County,(707) 933-4010,9,12,Yes,No,No,No,1297,69,18.70,0.55,0.01,0.01,0.03,0.55,0.00,0.02,0.39,63.2
672,West Valley High,https://www.schooldigger.com/go/CA/schools/0270007642/school.aspx,Anderson Union High,https://www.schooldigger.com/go/CA/district/02700/search.aspx,3805 Happy Valley Rd.,Cottonwood,https://www.schooldigger.com/go/CA/city/Cottonwood/search.aspx,96022,Shasta County,(530) 347-7171,9,12,Yes,No,No,No,867,37.7,22.90,0.46,0.00,0.04,0.02,0.16,0.00,0.05,0.73,63.2
673,Arroyo Grande High,https://www.schooldigger.com/go/CA/schools/2308003516/school.aspx,Lucia Mar Unified,https://www.schooldigger.com/go/CA/district/23080/search.aspx,495 Valley Rd.,Arroyo Grande,https://www.schooldigger.com/go/CA/city/Arroyo+Grande/search.aspx,93420,San Luis Obispo County,(805) 474-3200,8,12,Yes,No,No,No,2053,103.3,19.80,0.37,0.01,0.00,0.04,0.36,0.00,0.04,0.55,63.1
674,Delta High,https://www.schooldigger.com/go/CA/schools/3311005123/school.aspx,River Delta Joint Unified,https://www.schooldigger.com/go/CA/district/33110/search.aspx,52810 Netherlands Ave.,Clarksburg,https://www.schooldigger.com/go/CA/city/Clarksburg/search.aspx,95612,Yolo County,(916) 744-1714,10,12,No,No,No,No,192,11.9,16.00,0.56,0.00,0.00,0.01,0.70,0.00,0.03,0.27,63
675,Birmingham Community Charter High,https://www.schooldigger.com/go/CA/schools/0159602857/school.aspx,Birmingham Community Charter High District,https://www.schooldigger.com/go/CA/district/01596/search.aspx,17000 Haynes St.,Lake Balboa,https://www.schooldigger.com/go/CA/city/Lake+Balboa/search.aspx,91406,Los Angeles County,(818) 758-5200,9,12,Yes,Yes,No,No,3165,128.1,24.70,0.83,0.05,0.00,0.04,0.84,0.00,0.02,0.05,63
676,Quincy Junior/Senior High,https://www.schooldigger.com/go/CA/schools/3117004827/school.aspx,Plumas Unified,https://www.schooldigger.com/go/CA/district/31170/search.aspx,6 Quincy Junction Rd.,Quincy,https://www.schooldigger.com/go/CA/city/Quincy/search.aspx,95971,Plumas County,(530) 283-6510,7,12,No,No,No,No,293,16.2,18.00,0.35,0.03,0.02,0.00,0.09,0.00,0.04,0.82,62.9
677,Redlands eAcademy,https://www.schooldigger.com/go/CA/schools/3207013458/school.aspx,Redlands Unified,https://www.schooldigger.com/go/CA/district/32070/search.aspx,820 W. Stuart Ave.,Redlands,https://www.schooldigger.com/go/CA/city/Redlands/search.aspx,92374,San Bernardino County,(909) 748-6941,KG,12,No,No,No,Yes,95,9.2,10.30,0.35,0.05,0.00,0.01,0.43,0.00,0.03,0.47,62.9
678,Balboa High,https://www.schooldigger.com/go/CA/schools/3441005587/school.aspx,San Francisco Unified,https://www.schooldigger.com/go/CA/district/34410/search.aspx,1000 Cayuga Ave.,San Francisco,https://www.schooldigger.com/go/CA/city/San+Francisco/search.aspx,94112,San Francisco County,(415) 469-4090,9,12,No,No,No,No,1217,51.7,23.50,0.69,0.05,0.00,0.48,0.34,0.03,0.06,0.03,62.9
679,Rim of the World Senior High,https://www.schooldigger.com/go/CA/schools/3261005074/school.aspx,Rim of the World Unified,https://www.schooldigger.com/go/CA/district/32610/search.aspx,27400 Highway 18,Lake Arrowhead,https://www.schooldigger.com/go/CA/city/Lake+Arrowhead/search.aspx,92352,San Bernardino County,(909) 336-2038,9,12,Yes,No,No,No,915,41.6,21.90,0.51,0.01,0.00,0.01,0.36,0.00,0.05,0.56,62.9
680,Pioneer High,https://www.schooldigger.com/go/CA/schools/4248006953/school.aspx,Whittier Union High,https://www.schooldigger.com/go/CA/district/42480/search.aspx,10800 Ben Avon,Whittier,https://www.schooldigger.com/go/CA/city/Whittier/search.aspx,90606,Los Angeles County,(562) 698-8121,9,12,Yes,No,No,No,1217,56.1,21.60,0.87,0.01,0.00,0.01,0.97,0.00,0.00,0.02,62.8
681,PUC Triumph Charter Academy and PUC Triumph Charter High,https://www.schooldigger.com/go/CA/schools/0148412812/school.aspx,PUC Triumph Charter Academy & PUC Triumph Charter High Dist,https://www.schooldigger.com/go/CA/district/01484/search.aspx,13361 Glenoaks Blvd.,Sylmar,https://www.schooldigger.com/go/CA/city/Sylmar/search.aspx,91342,Los Angeles County,(818) 356-2795,6,12,Yes,Yes,No,No,807,40.1,20.00,0.68,0.00,0.00,0.01,0.98,0.00,0.01,0.00,62.8
682,Village Academy High School at Indian Hill,https://www.schooldigger.com/go/CA/schools/3132008730/school.aspx,Pomona Unified,https://www.schooldigger.com/go/CA/district/31320/search.aspx,1444 E. Holt Ave.,Pomona,https://www.schooldigger.com/go/CA/city/Pomona/search.aspx,91767,Los Angeles County,(909) 397-4900,9,12,Yes,No,No,No,362,17.1,21.00,0.93,0.03,0.00,0.04,0.90,0.00,0.01,0.02,62.7
683,Valley Center High,https://www.schooldigger.com/go/CA/schools/0006908607/school.aspx,Valley Center-Pauma Unified,https://www.schooldigger.com/go/CA/district/00069/search.aspx,31322 Cole Grade Rd.,Valley Center,https://www.schooldigger.com/go/CA/city/Valley+Center/search.aspx,92082,San Diego County,(760) 751-5500,9,12,No,No,No,No,1167,43.5,26.80,0.43,0.01,0.10,0.02,0.50,0.00,0.03,0.35,62.6
684,American Canyon High,https://www.schooldigger.com/go/CA/schools/2664012535/school.aspx,Napa Valley Unified,https://www.schooldigger.com/go/CA/district/26640/search.aspx,3000 Newell Dr.,American Canyon,https://www.schooldigger.com/go/CA/city/American+Canyon/search.aspx,94503,Napa County,(707) 265-2710,9,12,No,No,No,No,1617,73.8,21.90,0.33,0.09,0.00,0.36,0.37,0.01,0.06,0.11,62.5
685,Delano High,https://www.schooldigger.com/go/CA/schools/1086001206/school.aspx,Delano Joint Union High,https://www.schooldigger.com/go/CA/district/10860/search.aspx,1331 Cecil Ave.,Delano,https://www.schooldigger.com/go/CA/city/Delano/search.aspx,93215,Kern County,(661) 720-4137,9,12,Yes,No,No,No,1395,61.9,22.50,0.93,0.00,0.00,0.15,0.83,0.00,0.00,0.01,62.4
686,Mountain Oaks,https://www.schooldigger.com/go/CA/schools/9100308686/school.aspx,Calaveras County Office of Education,https://www.schooldigger.com/go/CA/district/91003/search.aspx,150 Old Oak Rd.,San Andreas,https://www.schooldigger.com/go/CA/city/San+Andreas/search.aspx,95249,Calaveras County,(888) 686-6257,KG,12,No,Yes,No,No,444,19.9,22.20,0.53,0.01,0.01,0.00,0.16,0.00,0.09,0.73,62.4
687,New Technology High,https://www.schooldigger.com/go/CA/schools/2664006081/school.aspx,Napa Valley Unified,https://www.schooldigger.com/go/CA/district/26640/search.aspx,920 Yount St.,Napa,https://www.schooldigger.com/go/CA/city/Napa/search.aspx,94559,Napa County,(707) 259-8557,9,12,No,No,No,No,417,18.4,22.60,0.36,0.02,0.01,0.03,0.47,0.00,0.05,0.42,62.4
688,Leadership Public Schools - Hayward,https://www.schooldigger.com/go/CA/schools/0181510737/school.aspx,Leadership Public Schools - Hayward District,https://www.schooldigger.com/go/CA/district/01815/search.aspx,28000 Calaroga Ave.,Hayward,https://www.schooldigger.com/go/CA/city/Hayward/search.aspx,94545,Alameda County,(510) 300-1340,9,12,Yes,Yes,No,No,595,25.3,23.50,0.62,0.03,0.00,0.21,0.67,0.02,0.04,0.02,62.3
689,PUC CALS Middle School and Early College High,https://www.schooldigger.com/go/CA/schools/0183310890/school.aspx,PUC CALS Middle School and Early College High District,https://www.schooldigger.com/go/CA/district/01833/search.aspx,7350 N. Figueroa St.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90041,Los Angeles County,(213) 239-0063,6,12,Yes,Yes,No,No,511,28,18.20,0.83,0.01,0.01,0.02,0.93,0.00,0.02,0.02,62.3
690,Burney Junior-Senior High,https://www.schooldigger.com/go/CA/schools/1347001533/school.aspx,Fall River Joint Unified,https://www.schooldigger.com/go/CA/district/13470/search.aspx,37571 Mountain View Rd.,Burney,https://www.schooldigger.com/go/CA/city/Burney/search.aspx,96013,Shasta County,(530) 335-4576,7,12,No,No,No,No,229,13.8,16.50,0.57,0.00,0.06,0.01,0.21,0.00,0.10,0.62,62.3
691,Salinas High,https://www.schooldigger.com/go/CA/schools/3398005336/school.aspx,Salinas Union High,https://www.schooldigger.com/go/CA/district/33980/search.aspx,726 S. Main St.,Salinas,https://www.schooldigger.com/go/CA/city/Salinas/search.aspx,93901,Monterey County,(831) 796-7400,9,12,Yes,No,No,No,2661,123.2,21.50,0.54,0.01,0.00,0.04,0.71,0.00,0.01,0.22,62.2
692,Inderkum High,https://www.schooldigger.com/go/CA/schools/0003611084/school.aspx,Natomas Unified,https://www.schooldigger.com/go/CA/district/00036/search.aspx,2500 New Market Dr.,Sacramento,https://www.schooldigger.com/go/CA/city/Sacramento/search.aspx,95835,Sacramento County,(916) 567-5640,9,12,No,No,No,No,2243,81.9,27.30,0.54,0.23,0.01,0.25,0.26,0.03,0.08,0.16,62.2
693,El Camino High,https://www.schooldigger.com/go/CA/schools/2825004360/school.aspx,Oceanside Unified,https://www.schooldigger.com/go/CA/district/28250/search.aspx,400 Rancho del Oro Dr.,Oceanside,https://www.schooldigger.com/go/CA/city/Oceanside/search.aspx,92057,San Diego County,(760) 901-8000,9,12,Yes,No,No,No,2958,113.7,25.90,0.49,0.05,0.00,0.10,0.57,0.02,0.05,0.22,62.1
694,Gilroy High,https://www.schooldigger.com/go/CA/schools/1518001911/school.aspx,Gilroy Unified,https://www.schooldigger.com/go/CA/district/15180/search.aspx,750 W. Tenth St.,Gilroy,https://www.schooldigger.com/go/CA/city/Gilroy/search.aspx,95020,Santa Clara County,(669) 205-5400,9,12,No,No,No,No,1674,74.8,22.30,0.60,0.01,0.00,0.03,0.79,0.00,0.05,0.12,62.1
695,Impact Academy of Arts & Technology,https://www.schooldigger.com/go/CA/schools/0164711849/school.aspx,Impact Academy of Arts & Technology District,https://www.schooldigger.com/go/CA/district/01647/search.aspx,2560 Darwin St.,Hayward,https://www.schooldigger.com/go/CA/city/Hayward/search.aspx,94545,Alameda County,(510) 300-1560,6,12,Yes,Yes,No,No,842,32.1,26.20,0.64,0.06,0.00,0.14,0.70,0.03,0.04,0.03,62
696,Rio Linda High,https://www.schooldigger.com/go/CA/schools/0133201991/school.aspx,Twin Rivers Unified,https://www.schooldigger.com/go/CA/district/01332/search.aspx,6309 Dry Creek Rd.,Rio Linda,https://www.schooldigger.com/go/CA/city/Rio+Linda/search.aspx,95673,Sacramento County,(916) 566-2725,9,12,Yes,No,No,No,1614,78.8,20.40,0.71,0.09,0.01,0.15,0.42,0.02,0.04,0.26,61.9
697,Julian High,https://www.schooldigger.com/go/CA/schools/1911002305/school.aspx,Julian Union High,https://www.schooldigger.com/go/CA/district/19110/search.aspx,1656 Highway 78,Julian,https://www.schooldigger.com/go/CA/city/Julian/search.aspx,92036,San Diego County,(760) 765-0606,9,12,Yes,No,No,No,106,9.2,11.50,0.46,0.01,0.04,0.02,0.33,0.00,0.04,0.57,61.7
698,Pioneer High,https://www.schooldigger.com/go/CA/schools/4308011380/school.aspx,Woodland Joint Unified,https://www.schooldigger.com/go/CA/district/43080/search.aspx,1400 Pioneer Ave.,Woodland,https://www.schooldigger.com/go/CA/city/Woodland/search.aspx,95776,Yolo County,(530) 406-1148,9,12,Yes,No,No,No,1544,72.3,21.30,0.55,0.01,0.00,0.09,0.68,0.01,0.03,0.19,61.6
699,El Camino Fundamental High,https://www.schooldigger.com/go/CA/schools/3462005776/school.aspx,San Juan Unified,https://www.schooldigger.com/go/CA/district/34620/search.aspx,4300 El Camino Ave.,Sacramento,https://www.schooldigger.com/go/CA/city/Sacramento/search.aspx,95821,Sacramento County,(916) 971-7430,9,12,No,No,No,No,1320,56.1,23.50,0.47,0.09,0.01,0.06,0.26,0.01,0.07,0.50,61.6
700,Upland High,https://www.schooldigger.com/go/CA/schools/0001609086/school.aspx,Upland Unified,https://www.schooldigger.com/go/CA/district/00016/search.aspx,565 W. 11th St.,Upland,https://www.schooldigger.com/go/CA/city/Upland/search.aspx,91786,San Bernardino County,(909) 949-7880,9,12,No,No,No,No,3195,136.9,23.30,0.53,0.09,0.01,0.08,0.56,0.01,0.02,0.24,61.6
701,JCS - Pine Hills,https://www.schooldigger.com/go/CA/schools/0159214346/school.aspx,JCS - Pine Hills District,https://www.schooldigger.com/go/CA/district/01592/search.aspx,29141 Vallejo Ave.,Temecula,https://www.schooldigger.com/go/CA/city/Temecula/search.aspx,92592,Riverside County,(760) 765-5500,KG,12,(n/a),Yes,No,No,709,41.2,17.10,0.18,0.04,0.02,0.03,0.26,0.00,0.09,0.57,61.6
702,Adrian Wilcox High,https://www.schooldigger.com/go/CA/schools/3543006055/school.aspx,Santa Clara Unified,https://www.schooldigger.com/go/CA/district/35430/search.aspx,3250 Monroe St.,Santa Clara,https://www.schooldigger.com/go/CA/city/Santa+Clara/search.aspx,95051,Santa Clara County,(408) 423-2400,9,12,No,No,No,No,1961,88.6,22.10,0.38,0.02,0.01,0.36,0.38,0.01,0.04,0.19,61.6
703,Foresthill High,https://www.schooldigger.com/go/CA/schools/3075011002/school.aspx,Placer Union High,https://www.schooldigger.com/go/CA/district/30750/search.aspx,23319 Foresthill Rd.,Foresthill,https://www.schooldigger.com/go/CA/city/Foresthill/search.aspx,95631,Placer County,(530) 367-5244,9,12,Yes,No,No,No,198,10.1,19.40,0.33,0.01,0.02,0.01,0.14,0.00,0.07,0.76,61.6
704,Middle College High,https://www.schooldigger.com/go/CA/schools/3459008633/school.aspx,San Jose Unified,https://www.schooldigger.com/go/CA/district/34590/search.aspx,2100 Moorpark Ave.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95128,Santa Clara County,(408) 298-2181,11,12,Yes,No,No,No,43,2,21.50,0.49,0.02,0.05,0.14,0.44,0.02,0.07,0.26,61.4
705,California Connections Academy @ Ripon,https://www.schooldigger.com/go/CA/schools/0238813152/school.aspx,California Connections Academy @ Ripon District,https://www.schooldigger.com/go/CA/district/02388/search.aspx,580 N. Wilma Ave. Ste. G,Ripon,https://www.schooldigger.com/go/CA/city/Ripon/search.aspx,95366,San Joaquin County,(209) 253-1208,KG,12,Yes,Yes,No,Yes,1360,42.8,31.70,0.46,0.07,0.00,0.05,0.31,0.00,0.22,0.35,61.3
